,id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
7984,5434,6559,125.794265,67.399010,0.844353,6678,91.384781,0.597685,319.299,0.808449,1.866411,0
7985,6434,5555,146.531496,48.653573,0.943267,5668,84.100212,0.798132,326.100,0.656436,3.011731,1
7986,7434,6017,155.435589,50.578997,0.945576,6156,87.527609,0.684450,342.070,0.646190,3.073125,1
7987,8434,6186,159.148165,50.608713,0.948092,6302,88.748295,0.466516,349.513,0.636346,3.144679,1
7988,9434,5756,123.690545,60.660401,0.871486,5920,85.608217,0.587107,300.962,0.798560,2.039066,0
7989,10434,7867,145.225666,70.153842,0.875583,8051,100.082843,0.792405,352.731,0.794569,2.070103,0
7990,11434,8965,155.700096,74.057271,0.879640,9267,106.839096,0.640083,379.329,0.782939,2.102428,0
7991,12434,7752,146.508129,68.243363,0.884890,7999,99.348643,0.770270,367.220,0.722389,2.146848,0
7992,13434,9533,163.487842,74.936753,0.888765,9778,110.171650,0.768976,395.769,0.764814,2.181678,0
7993,14434,8285,153.370590,69.281250,0.892157,8401,102.707301,0.576348,363.189,0.789291,2.213739,0
7994,15434,8864,160.576768,71.418237,0.895649,9120,106.235565,0.758125,382.396,0.761751,2.248400,0
7995,16434,8748,160.914449,70.294615,0.899537,8957,105.538143,0.574468,379.895,0.761713,2.289143,0
7996,17434,7497,151.576355,64.335975,0.905453,7730,97.700956,0.775124,365.550,0.705024,2.356012,0
7997,435,5642,132.723628,54.788311,0.910822,5809,84.756224,0.543860,322.853,0.680195,2.422481,1
7998,1435,6441,148.466769,55.480927,0.927553,6595,90.559019,0.594079,338.450,0.706601,2.675997,1
7999,2435,6057,147.339228,53.325705,0.932207,6188,87.818061,0.573580,331.320,0.693381,2.763006,1
8000,3435,6351,153.273435,54.128985,0.935566,6584,89.924103,0.531287,349.895,0.651893,2.831633,1
8001,4435,5497,143.500422,49.603934,0.938356,5638,83.660013,0.498097,319.537,0.676540,2.892924,1
8002,5435,6098,152.668448,51.675546,0.940973,6213,88.114782,0.465567,336.306,0.677529,2.954365,1
8003,6435,6630,160.980898,53.450347,0.943269,6846,91.878061,0.488038,360.823,0.639934,3.011784,1
8004,7435,6278,158.403424,51.542821,0.945580,6476,89.405804,0.679437,352.507,0.634886,3.073239,1
8005,8435,8620,149.404335,74.191103,0.867991,8778,104.763185,0.808934,363.011,0.822011,2.013777,0
8006,9435,6772,168.405561,51.987226,0.951159,6942,92.856762,0.500591,369.728,0.622533,3.239364,1
8007,10435,9203,157.089472,75.884609,0.875584,9597,108.247972,0.620106,386.202,0.775372,2.070110,0
8008,11435,6350,130.889846,62.255601,0.879644,6510,89.917023,0.640121,314.144,0.808586,2.102459,0
8009,12435,9421,161.759313,75.347142,0.884891,9705,109.522554,0.601750,390.752,0.775362,2.146854,0
8010,13435,7072,141.168602,64.706263,0.888766,7249,94.891254,0.778169,338.912,0.773710,2.181684,0
8011,14435,10015,168.870406,76.282893,0.892158,10285,112.922513,0.619740,409.954,0.748843,2.213739,0
8012,15435,9325,164.173603,73.017904,0.895650,9578,108.963107,0.742555,389.740,0.771452,2.248402,0
8013,16435,6503,138.874724,60.664685,0.899544,6652,90.993828,0.708465,328.417,0.757657,2.289219,0
8014,17435,8181,157.432855,66.821469,0.905454,8336,102.060632,0.787771,365.574,0.769247,2.356022,0
8015,436,5170,127.164148,52.485678,0.910849,5277,81.133522,0.752000,294.451,0.749332,2.422835,1
8016,1436,5217,134.703946,50.337766,0.927553,5407,81.501477,0.647914,312.248,0.672406,2.676002,1
8017,2436,5277,137.365738,49.713668,0.932214,5387,81.968806,0.588951,312.283,0.679986,2.763138,1
8018,3436,5137,137.504430,48.559633,0.935567,5248,80.874171,0.794218,305.449,0.691898,2.831661,1
8019,4436,5374,141.131999,48.783363,0.938361,5545,82.718736,0.528937,325.598,0.637007,2.893035,1
8020,5436,5593,146.169324,49.474300,0.940976,5735,84.387373,0.702197,323.246,0.672649,2.954450,1
8021,6436,6081,153.996055,51.129952,0.943272,6275,87.991873,0.464269,353.298,0.612213,3.011856,1
8022,7436,6352,158.560128,51.593685,0.945580,6500,89.931183,0.494935,350.037,0.651467,3.073247,1
8023,8436,8867,151.352462,75.149239,0.868026,8991,106.253541,0.609793,367.249,0.826162,2.014025,0
8024,9436,5444,151.240101,46.680848,0.951174,5563,83.255727,0.463319,329.679,0.629427,3.239875,1
8025,10436,5400,153.543001,45.305591,0.955476,5526,82.918596,0.547279,333.470,0.610225,3.389052,1
8026,11436,8342,149.799940,71.248889,0.879647,8462,103.060003,0.596454,358.061,0.817647,2.102488,0
8027,12436,7332,142.192999,66.232921,0.884892,7448,96.619834,0.626452,341.155,0.791642,2.146863,0
8028,13436,7725,147.402858,67.562855,0.888769,7920,99.175478,0.705351,353.286,0.777778,2.181714,0
8029,14436,8963,159.863968,72.214346,0.892158,9218,106.827178,0.599612,383.144,0.767254,2.213743,0
8030,15436,7147,143.843361,63.975251,0.895652,7367,95.393097,0.593014,353.594,0.718330,2.248422,0
8031,16436,8855,161.653323,70.612240,0.899552,9194,106.181619,0.573362,384.452,0.752860,2.289310,0
8032,17436,6971,145.520381,61.764807,0.905456,7082,94.211214,0.558574,337.535,0.768896,2.356040,0
8033,437,5296,129.181246,53.314295,0.910863,5506,82.116239,0.572541,311.647,0.685223,2.423013,1
8034,1437,5245,135.506676,50.637427,0.927554,5389,81.719896,0.500668,308.301,0.693435,2.676018,1
8035,2437,6218,149.638241,54.150727,0.932226,6396,88.977545,0.737079,346.131,0.652198,2.763365,1
8036,3437,6838,158.934758,56.126526,0.935570,6999,93.308156,0.483012,359.237,0.665851,2.831723,1
8037,4437,6471,156.243728,54.004070,0.938367,6667,90.769671,0.640820,352.855,0.653114,2.893184,1
8038,5437,5848,150.146907,50.819780,0.940978,6033,86.289657,0.461599,338.810,0.640184,2.954497,1
8039,6437,6442,157.814812,52.397582,0.943273,6649,90.566049,0.746985,358.098,0.631287,3.011872,1
8040,7437,5420,147.297013,47.928339,0.945581,5624,83.072007,0.618721,332.345,0.616639,3.073276,1
8041,8437,8852,151.510761,75.226909,0.868030,9109,106.163630,0.668176,370.976,0.808276,2.014050,0
8042,9437,4171,133.377616,41.167295,0.951175,4346,72.874427,0.693318,297.013,0.594154,3.239893,1
8043,10437,9056,155.170802,74.957266,0.875586,9290,107.379967,0.596574,376.784,0.801607,2.070124,0
8044,11437,4720,153.470724,40.162261,0.965151,4825,77.522195,0.759331,324.868,0.562002,3.821267,1
8045,12437,7199,141.402378,65.864226,0.884894,7320,95.739498,0.573900,338.627,0.788931,2.146877,0
8046,13437,8395,153.523203,70.368051,0.888769,8660,103.386875,0.564977,368.690,0.776082,2.181717,0
8047,14437,8889,159.343487,71.977600,0.892163,9139,106.385273,0.740256,379.592,0.775227,2.213793,0
8048,15437,7953,151.634640,67.436671,0.895664,8158,100.628396,0.667926,364.484,0.752288,2.248549,0
8049,16437,8262,156.033138,68.154263,0.899562,8466,102.564639,0.754521,366.682,0.772175,2.289411,0
8050,17437,7468,150.826212,64.014313,0.905463,7640,97.511809,0.551959,355.647,0.741952,2.356133,0
8051,438,5551,133.199469,54.929368,0.911010,5669,84.069928,0.525017,311.510,0.718848,2.424923,1
8052,1438,5834,142.686581,53.316174,0.927566,5997,86.186307,0.790087,325.199,0.693231,2.676234,1
8053,2438,5363,138.837248,50.241528,0.932227,5496,82.634035,0.767568,313.298,0.686598,2.763396,1
8054,3438,5991,148.595204,52.474412,0.935572,6174,87.338297,0.778456,339.176,0.654424,2.831765,1
8055,4438,5605,145.284286,50.213327,0.938374,5768,84.477853,0.580228,325.605,0.664360,2.893341,1
8056,5438,6156,152.970895,51.775442,0.940979,6299,88.532834,0.681879,347.652,0.640058,2.954507,1
8057,6438,5892,152.343464,50.580200,0.943274,6068,86.613668,0.564530,343.758,0.626566,3.011919,1
8058,7438,4901,138.760291,45.149989,0.945583,5057,78.994601,0.584915,318.568,0.606862,3.073318,1
8059,8438,7169,136.658988,67.852592,0.868031,7371,95.539805,0.799220,342.683,0.767155,2.014057,0
8060,9438,5968,159.337214,49.175842,0.951183,6143,87.170486,0.428736,350.415,0.610764,3.240152,1
8061,10438,5813,158.807227,46.852152,0.955489,5941,86.031049,0.434617,345.127,0.613271,3.389540,1
8062,11438,8840,155.140215,73.781680,0.879672,9037,106.091647,0.584656,373.641,0.795707,2.102693,0
8063,12438,7031,139.262184,64.867186,0.884894,7178,94.615787,0.797166,333.023,0.796670,2.146882,0
8064,13438,9095,159.491427,73.103360,0.888770,9358,107.610936,0.650386,387.591,0.760791,2.181725,0
8065,14438,8848,158.843805,71.750899,0.892166,9089,106.139641,0.564358,379.897,0.770412,2.213823,0
8066,15438,9486,165.538199,73.619195,0.895667,9672,109.899728,0.760462,392.932,0.772073,2.248574,0
8067,16438,7929,152.918843,66.791149,0.899571,8188,100.476447,0.553083,366.976,0.739866,2.289508,0
8068,17438,9035,165.380518,70.190709,0.905466,9213,107.255393,0.549040,392.400,0.737361,2.356160,0
8069,439,7453,153.583387,63.322854,0.911047,7720,97.413830,0.544015,366.620,0.696801,2.425402,1
8070,1439,7065,156.073596,58.318261,0.927566,7186,94.844280,0.499788,355.376,0.702985,2.676239,1
8071,2439,5852,144.488680,52.286612,0.932227,5970,86.319163,0.502059,326.569,0.689548,2.763397,1
8072,3439,6910,158.810969,56.080924,0.935574,7048,93.798109,0.606779,354.327,0.691639,2.831818,1
8073,4439,5820,147.722973,51.055839,0.938375,5993,86.082833,0.546992,330.154,0.670965,2.893361,1
8074,5439,6542,159.149091,53.866211,0.940979,6849,91.266276,0.555773,370.438,0.599086,2.954525,1
8075,6439,6057,153.371902,50.920537,0.943277,6171,87.818061,0.473499,339.834,0.659073,3.011985,1
8076,7439,5571,149.353228,48.595972,0.945585,5719,84.221241,0.473081,328.785,0.647618,3.073366,1
8077,8439,6568,163.555988,52.009609,0.948093,6736,91.447457,0.515137,358.538,0.642056,3.144726,1
8078,9439,6837,169.199228,52.212611,0.951196,6997,93.301333,0.496514,370.447,0.626071,3.240582,1
8079,10439,6074,163.261799,48.163346,0.955495,6279,87.941213,0.447836,362.642,0.580401,3.389752,1
8080,11439,9055,157.268339,74.792438,0.879677,9411,107.374038,0.606294,388.766,0.752873,2.102730,0
8081,12439,8875,156.763113,73.016979,0.884901,9140,106.301463,0.725082,377.640,0.782028,2.146941,0
8082,13439,8292,153.093060,70.170325,0.888771,8506,102.750680,0.581650,366.936,0.773907,2.181735,0
8083,14439,9022,160.807406,72.635381,0.892174,9315,107.178203,0.555679,385.362,0.763440,2.213899,0
8084,15439,8124,153.692426,68.349598,0.895671,8356,101.704464,0.586147,364.866,0.766855,2.248622,0
8085,16439,7617,150.065828,65.537425,0.899595,7761,98.479773,0.577746,353.056,0.767903,2.289773,0
8086,17439,9076,165.978890,70.442377,0.905472,9368,107.498475,0.687420,392.891,0.738857,2.356236,0
8087,440,5983,136.878011,56.430175,0.911063,6094,87.279964,0.801259,315.431,0.755649,2.425617,1
8088,1440,7003,155.878978,58.245170,0.927567,7283,94.427202,0.577901,369.471,0.644664,2.676256,1
8089,2440,6680,155.236008,56.172321,0.932236,6996,92.223859,0.511642,360.615,0.645504,2.763568,1
8090,3440,6588,155.616145,54.950677,0.935579,6730,91.586583,0.486918,350.199,0.675046,2.831924,1
8091,4440,6313,118.274252,69.097783,0.811598,6524,89.654678,0.642348,305.571,0.849613,1.711694,0
8092,5440,6589,159.126441,53.858354,0.940980,6751,91.593533,0.582582,352.450,0.666552,2.954536,1
8093,6440,6798,162.711556,54.021362,0.943277,6982,93.034845,0.513832,363.104,0.647931,3.011985,1
8094,7440,7732,141.002795,71.337474,0.862575,7986,99.220402,0.789141,352.739,0.780899,1.976560,0
8095,8440,5325,147.467614,46.893358,0.948094,5500,82.340759,0.699370,327.448,0.624087,3.144744,1
8096,9440,6694,168.175056,51.895036,0.951199,6888,92.320450,0.553956,369.214,0.617077,3.240677,1
8097,10440,7252,178.549817,52.667609,0.955505,7457,96.091275,0.413361,394.024,0.586979,3.390126,1
8098,11440,8810,154.297011,73.376582,0.879686,9008,105.911474,0.655896,381.513,0.760619,2.102810,0
8099,12440,9159,159.141863,74.123815,0.884905,9401,107.988893,0.598588,382.506,0.786650,2.146973,0
8100,13440,9255,161.202448,73.887189,0.888772,9460,108.553360,0.666595,388.112,0.772097,2.181737,0
8101,14440,7118,142.038927,64.156359,0.892179,7228,95.199365,0.596247,335.383,0.795217,2.213949,0
8102,15440,9714,167.817790,74.629777,0.895676,9933,111.212629,0.563130,397.635,0.772038,2.248671,0
8103,16440,9701,168.832156,73.732965,0.899596,9966,111.138188,0.754413,398.614,0.767222,2.289778,0
8104,17440,7313,149.121568,63.279494,0.905499,7517,96.494564,0.781137,350.275,0.749009,2.356554,0
8105,441,5572,133.084582,54.865358,0.911067,5775,84.228800,0.742537,318.914,0.688452,2.425658,1
8106,1441,6490,149.454226,55.840631,0.927578,6714,90.902831,0.529580,346.416,0.679608,2.676442,1
8107,2441,6228,149.270636,54.008489,0.932250,6437,89.049064,0.568248,337.547,0.686894,2.763837,1
8108,3441,5457,141.742792,50.051397,0.935580,5619,83.355073,0.485844,319.548,0.671570,2.831945,1
8109,4441,5661,146.018209,50.466398,0.938376,5864,84.898817,0.488354,343.232,0.603848,2.893375,1
8110,5441,5770,148.644412,50.309830,0.940982,5879,85.712264,0.508280,331.040,0.661645,2.954580,1
8111,6441,6397,158.580489,52.649383,0.943278,6621,90.249174,0.659349,354.856,0.638384,3.012010,1
8112,7441,6611,162.642411,52.918389,0.945588,6826,91.746317,0.584269,362.415,0.632506,3.073457,1
8113,8441,6762,165.961472,52.774072,0.948094,6913,92.788177,0.677419,365.128,0.637375,3.144754,1
8114,9441,8730,151.455619,74.273812,0.871498,8988,105.429508,0.741212,377.658,0.769178,2.039152,0
8115,10441,6844,173.186907,51.080229,0.955515,7006,93.349084,0.463969,374.244,0.614059,3.390488,1
8116,11441,8594,152.734806,72.632145,0.879692,8810,104.605070,0.739142,367.088,0.801429,2.102854,0
8117,12441,8730,155.375150,72.368966,0.884906,8919,105.429508,0.584611,373.900,0.784717,2.146986,0
8118,13441,7904,149.596275,68.567203,0.888773,8180,100.317921,0.581347,362.162,0.757270,2.181747,0
8119,14441,8648,156.962090,70.896592,0.892180,8889,104.933196,0.739145,373.977,0.777026,2.213958,0
8120,15441,7917,151.463680,67.355637,0.895680,8141,100.400386,0.677825,360.803,0.764241,2.248716,0
8121,16441,9132,163.917088,71.586060,0.899597,9313,107.829604,0.621732,389.899,0.754869,2.289791,0
8122,17441,8518,161.389793,68.480708,0.905513,8797,104.141512,0.740567,380.742,0.738390,2.356719,0
8123,442,4765,122.161958,50.344061,0.911134,4935,77.890862,0.738989,286.264,0.730700,2.426542,1
8124,1442,7172,158.383563,59.175800,0.927580,7460,95.559793,0.504928,372.245,0.650418,2.676492,1
8125,2442,6086,147.305858,53.294799,0.932257,6267,88.028040,0.604730,342.990,0.650098,2.763982,1
8126,3442,6230,151.648544,53.548896,0.935581,6376,89.063362,0.819845,338.836,0.681897,2.831964,1
8127,4442,5226,139.724788,48.290616,0.938377,5402,81.571747,0.563693,313.490,0.668239,2.893415,1
8128,5442,6680,160.925926,54.461482,0.940993,6913,92.223859,0.530159,358.893,0.651713,2.954858,1
8129,6442,4589,134.811091,44.757049,0.943280,4745,76.438840,0.497453,300.821,0.637253,3.012064,1
8130,7442,6639,162.131523,52.745034,0.945603,6770,91.940401,0.550087,355.750,0.659208,3.073873,1
8131,8442,6439,162.813671,51.770822,0.948099,6667,90.544958,0.650996,360.736,0.621798,3.144893,1
8132,9442,5853,156.512539,48.295719,0.951200,6002,86.326537,0.515229,344.214,0.620771,3.240712,1
8133,10442,7078,137.708426,66.520928,0.875589,7253,94.931499,0.766847,337.002,0.783169,2.070152,0
8134,11442,5158,159.644752,41.770462,0.965164,5293,81.039309,0.573111,339.870,0.561133,3.821953,1
8135,12442,9079,158.761855,73.946167,0.884907,9352,107.516240,0.746137,381.891,0.782292,2.146992,0
8136,13442,7945,149.831587,68.674087,0.888776,8235,100.577772,0.574393,360.128,0.769821,2.181778,0
8137,14442,9002,160.155850,72.338888,0.892181,9180,107.059341,0.601095,380.407,0.781721,2.213966,0
8138,15442,6518,137.975584,61.356611,0.895684,6642,91.098712,0.569357,328.000,0.761336,2.248748,0
8139,16442,8936,162.253626,70.859272,0.899598,9153,106.666155,0.665376,383.339,0.764165,2.289801,0
8140,17442,6643,142.194956,60.333239,0.905522,6782,91.968094,0.761550,334.470,0.746208,2.356826,0
8141,443,6468,142.949501,58.906877,0.911147,6721,90.748627,0.603358,340.600,0.700633,2.426703,1
8142,1443,7422,161.216235,60.233856,0.927581,7619,97.211028,0.718142,368.651,0.686278,2.676505,1
8143,2443,5742,143.470034,51.906173,0.932259,5874,85.504044,0.519638,322.341,0.694452,2.764026,1
8144,3443,5923,147.133964,51.954737,0.935581,6054,86.841222,0.524903,327.327,0.694685,2.831964,1
8145,4443,6837,159.626725,55.167292,0.938381,6979,93.301333,0.507799,353.884,0.686047,2.893503,1
8146,5443,6586,159.383722,53.939407,0.940993,6769,91.572680,0.686042,356.204,0.652280,2.954866,1
8147,6443,5764,151.116626,50.170036,0.943281,5960,85.667688,0.512082,335.440,0.643731,3.012089,1
8148,7443,5482,147.591123,48.012352,0.945609,5589,83.545791,0.463908,325.146,0.651616,3.074024,1
8149,8443,6590,164.253486,52.227598,0.948101,6819,91.600484,0.504981,366.072,0.617963,3.144956,1
8150,9443,7091,172.457501,53.215882,0.951200,7237,95.018638,0.442386,376.649,0.628122,3.240715,1
8151,10443,6695,133.492348,64.484219,0.875590,6788,92.327346,0.616256,320.283,0.820149,2.070155,0
8152,11443,3888,138.671421,36.232517,0.965262,4002,70.358762,0.579606,291.473,0.575095,3.827264,1
8153,12443,10015,166.929582,77.744364,0.884926,10357,112.922513,0.592393,407.052,0.759558,2.147160,0
8154,13443,9886,166.167357,76.159488,0.888782,10065,112.192897,0.675827,397.308,0.787002,2.181834,0
8155,14443,9332,163.548960,73.869613,0.892187,9543,109.003997,0.602065,388.138,0.778417,2.214022,0
8156,15443,8272,155.631584,69.207894,0.895684,8537,102.626690,0.750908,369.503,0.761350,2.248755,0
8157,16443,9765,169.767711,74.140082,0.899600,9967,111.504189,0.785473,402.129,0.758842,2.289824,0
8158,17443,9245,167.546705,71.088338,0.905527,9530,108.494698,0.573085,394.243,0.747461,2.356880,0
8159,444,5698,133.436158,54.974687,0.911187,5796,85.175812,0.551971,305.628,0.766560,2.427229,1
8160,1444,5879,142.531229,53.240453,0.927616,6101,86.518063,0.510596,335.268,0.657248,2.677123,1
8161,2444,6605,154.293625,55.820547,0.932263,6808,91.704674,0.484238,353.325,0.664866,2.764101,1
8162,3444,6095,149.773954,52.886118,0.935583,6288,88.093104,0.686374,344.502,0.645357,2.832009,1
8163,4444,6559,156.713655,54.159092,0.938385,6738,91.384781,0.590901,352.450,0.663518,2.893580,1
8164,5444,5664,147.466972,49.906344,0.940994,5798,84.921309,0.761700,324.868,0.674403,2.954874,1
8165,6444,5821,150.700358,50.030108,0.943285,5967,86.090228,0.664498,336.629,0.645512,3.012193,1
8166,7444,6243,157.527442,51.243682,0.945611,6386,89.156236,0.805548,348.620,0.645504,3.074085,1
8167,8444,6487,162.795281,51.763090,0.948103,6673,90.881818,0.479666,361.988,0.622107,3.145007,1
8168,9444,6846,133.866688,65.642431,0.871522,6997,93.362722,0.729851,330.005,0.789961,2.039332,0
8169,10444,5979,162.261780,47.854349,0.955522,6116,87.250784,0.538843,354.716,0.597141,3.390743,1
8170,11444,9620,161.771752,76.929526,0.879692,9928,110.673233,0.596626,398.098,0.762790,2.102856,0
8171,12444,9117,158.716509,73.918708,0.884928,9338,107.741009,0.717309,380.875,0.789763,2.147176,0
8172,13444,8781,157.126325,72.015045,0.888784,8954,105.737015,0.770534,374.159,0.788209,2.181854,0
8173,14444,8837,159.000194,71.814863,0.892187,9075,106.073644,0.599281,382.995,0.757057,2.214029,0
8174,15444,8784,159.403670,70.885301,0.895684,9023,105.755076,0.621392,382.952,0.752685,2.248755,0
8175,16444,8604,159.028905,69.450250,0.899600,8762,104.665912,0.564863,373.080,0.776795,2.289825,0
8176,17444,9308,168.346355,71.427107,0.905528,9603,108.863739,0.571955,398.468,0.736681,2.356897,0
8177,445,4205,114.454366,47.139683,0.911245,4307,73.170843,0.547811,267.246,0.739867,2.427983,1
8178,1445,5845,142.446982,53.207579,0.927620,5938,86.267521,0.507378,325.090,0.695004,2.677193,1
8179,2445,5236,137.078539,49.589229,0.932272,5401,81.649754,0.764380,318.186,0.649901,2.764281,1
8180,3445,6693,156.537912,55.274315,0.935584,6837,92.313554,0.791509,347.652,0.695891,2.832019,1
8181,4445,5558,144.236967,49.846423,0.938387,5679,84.122918,0.487544,322.515,0.671473,2.893627,1
8182,5445,4984,138.968485,47.029934,0.940995,5157,79.660692,0.576852,314.167,0.634551,2.954894,1
8183,6445,6179,155.120879,51.497394,0.943286,6666,88.698067,0.579861,401.958,0.480581,3.012208,1
8184,7445,6653,163.055080,53.041430,0.945612,6897,92.037290,0.699138,366.103,0.623765,3.074108,1
8185,8445,6527,162.670350,51.723302,0.948103,6619,91.161585,0.832526,356.079,0.646890,3.145011,1
8186,9445,8575,150.524862,73.795110,0.871581,8811,104.489373,0.589266,367.820,0.796477,2.039767,0
8187,10445,5751,158.474727,46.733326,0.955530,5876,85.571027,0.801421,341.392,0.620078,3.391043,1
8188,11445,5678,167.874206,43.838840,0.965301,5878,85.026197,0.791690,356.633,0.560999,3.829349,1
8189,12445,9950,165.620704,77.134067,0.884928,10156,112.555468,0.777830,406.123,0.758085,2.147180,0
8190,13445,9333,161.571046,74.050731,0.888789,9520,109.009838,0.605724,384.616,0.792823,2.181897,0
8191,14445,7291,144.849867,65.423632,0.892188,7590,96.349310,0.573778,357.688,0.716124,2.214030,0
8192,15445,8732,159.331322,70.852026,0.895688,8977,105.441584,0.766772,377.227,0.771113,2.248790,0
8193,16445,8306,157.112554,68.612913,0.899601,8524,102.837384,0.635404,373.052,0.750003,2.289839,0
8194,17445,6079,135.476936,57.478661,0.905536,6209,87.977402,0.593189,316.931,0.760523,2.356995,0
8195,446,6542,144.267473,59.414144,0.911259,6785,91.266276,0.762471,338.258,0.718496,2.428167,1
8196,1446,5796,142.830318,53.350370,0.927621,5937,85.905159,0.796154,325.348,0.688085,2.677213,1
8197,2446,6064,148.153387,53.595070,0.932274,6282,87.868792,0.763920,336.852,0.671569,2.764310,1
8198,3446,5998,148.477104,52.427225,0.935586,6141,87.389306,0.486969,335.684,0.668891,2.832061,1
8199,4446,6570,156.728497,54.161197,0.938392,6886,91.461379,0.567211,377.775,0.578507,2.893741,1
8200,5446,6019,151.251093,51.185833,0.940997,6164,87.542155,0.473192,339.544,0.656058,2.954941,1
8201,6446,6310,157.182847,52.180653,0.943288,6464,89.633373,0.509528,349.664,0.648541,3.012282,1
8202,7446,4688,137.050615,44.581993,0.945612,4885,77.258961,0.694519,310.073,0.612731,3.074125,1
8203,8446,6629,165.020308,52.470068,0.948104,6843,91.871132,0.503265,370.273,0.607594,3.145037,1
8204,9446,7155,137.095050,67.207698,0.871595,7272,95.446472,0.608833,331.465,0.818360,2.039871,0
8205,10446,5657,157.596626,46.474319,0.955530,5788,84.868817,0.697620,340.920,0.611633,3.391048,1
8206,11446,8959,155.675643,74.026981,0.879705,9127,106.803338,0.587630,373.760,0.805905,2.102958,0
8207,12446,8249,151.243774,70.438041,0.884929,8443,102.483916,0.643649,364.550,0.780004,2.147189,0
8208,13446,10053,168.875570,77.397916,0.888791,10441,113.136542,0.571355,408.494,0.757067,2.181914,0
8209,14446,8525,155.882522,70.405885,0.892190,8709,104.184294,0.587000,370.258,0.781439,2.214055,0
8210,15446,9699,167.529779,74.496961,0.895690,9874,111.126731,0.646169,395.009,0.781129,2.248814,0
8211,16446,7608,150.005507,65.508430,0.899604,7808,98.421575,0.628968,357.983,0.746029,2.289866,0
8212,17446,7364,149.843060,63.570486,0.905546,7630,96.830450,0.566549,354.438,0.736619,2.357117,0
8213,447,6328,141.358359,58.211636,0.911273,6474,89.761127,0.546932,331.893,0.721905,2.428352,1
8214,1447,4654,127.521290,47.631558,0.927623,4809,76.978288,0.532982,291.004,0.690619,2.677244,1
8215,2447,5419,138.519087,50.107513,0.932280,5542,83.064343,0.521861,315.188,0.685472,2.764437,1
8216,3447,4899,134.565494,47.514006,0.935589,5028,78.978481,0.475816,298.378,0.691487,2.832123,1
8217,4447,7256,164.634259,56.891136,0.938396,7453,96.117772,0.507129,375.916,0.645246,2.893847,1
8218,5447,6734,161.744687,54.736895,0.940997,6994,92.595870,0.483903,367.794,0.625567,2.954948,1
8219,6447,7242,168.493009,55.935200,0.943289,7420,96.025001,0.633540,376.879,0.640714,3.012289,1
8220,7447,6536,129.144045,65.336137,0.862582,6662,91.224414,0.623902,315.825,0.823434,1.976610,0
8221,8447,6289,159.750557,50.792631,0.948108,6477,89.484096,0.528932,351.417,0.639950,3.145152,1
8222,9447,8828,151.953486,74.488049,0.871608,9111,106.019615,0.641523,377.486,0.778521,2.039971,0
8223,10447,5307,153.998497,45.411273,0.955534,5465,82.201474,0.415648,338.696,0.581352,3.391195,1
8224,11447,5586,166.177438,43.216734,0.965591,5712,84.334549,0.499911,352.293,0.565591,3.845211,1
8225,12447,8415,152.657930,71.096562,0.884930,8617,103.509955,0.608152,366.147,0.788775,2.147191,0
8226,13447,9271,161.519341,74.024572,0.888797,9554,108.647153,0.622382,388.583,0.771558,2.181969,0
8227,14447,8270,153.835118,69.479846,0.892194,8495,102.614283,0.608760,367.850,0.768022,2.214097,0
8228,15447,8310,154.805715,68.837398,0.895695,8485,102.862144,0.724120,368.692,0.768216,2.248861,0
8229,16447,9238,165.073646,72.086037,0.899612,9516,108.453616,0.556909,390.497,0.761294,2.289953,0
8230,17447,7894,154.876078,65.705350,0.905548,8050,100.254441,0.587351,362.343,0.755557,2.357130,0
8231,448,5743,134.519506,55.317631,0.911534,5890,85.511489,0.661636,314.233,0.730878,2.431765,1
8232,1448,6648,152.047766,56.790102,0.927629,6853,92.002698,0.529890,342.131,0.713701,2.677364,1
8233,2448,6410,151.721896,54.880627,0.932287,6637,90.340830,0.614043,347.439,0.667284,2.764580,1
8234,3448,6406,153.212211,54.096696,0.935592,6632,90.312638,0.660276,347.620,0.666173,2.832192,1
8235,4448,6340,155.420385,53.706802,0.938397,6590,89.846195,0.487205,357.290,0.624105,2.893868,1
8236,5448,6732,160.631641,54.360080,0.940997,6930,92.582118,0.634615,362.233,0.644730,2.954956,1
8237,6448,7103,166.151228,55.157431,0.943290,7296,95.099004,0.510566,369.216,0.654773,3.012309,1
8238,7448,7046,167.881014,54.609266,0.945616,7259,94.716661,0.534801,372.961,0.636540,3.074222,1
8239,8448,5401,147.893293,47.016481,0.948122,5493,82.926273,0.466005,322.956,0.650725,3.145563,1
8240,9448,8619,151.194363,74.115638,0.871609,8866,104.757108,0.718250,369.710,0.792400,2.039979,0
8241,10448,5033,148.339675,43.731309,0.955557,5183,80.051325,0.532762,324.034,0.602359,3.392070,1
8242,11448,5140,160.630455,41.738291,0.965652,5274,80.897783,0.412454,341.124,0.555071,3.848515,1
8243,12448,9613,163.102199,75.958676,0.884936,9862,110.632960,0.594496,390.902,0.790557,2.147249,0
8244,13448,8685,156.317802,71.639703,0.888800,8966,105.157432,0.789187,373.927,0.780560,2.182000,0
8245,14448,9744,166.938076,75.397665,0.892195,10025,111.384227,0.577525,400.463,0.763523,2.214101,0
8246,15448,8494,156.942572,69.786784,0.895697,8736,103.994696,0.636255,373.473,0.765251,2.248887,0
